distance_km,walking,bike,e-bike,e-scooter,bus (city),bus (coach),tram/light rail,metro/urban rail,intercity rail,brt (rapid bus),carpool (3+),car (2 pax),car (solo/taxi),rideshare pooled,ferry,plane (domestic),plane (intl)
0,8.78,8.73,9.32,9.27,6.38,0.0,6.31,3.0,0.0,0.0,6.75,6.14,3.79,5.73,0.0,0.0,0.0
5,2.94,9.36,9.95,9.73,9.37,0.0,9.29,9.15,0.0,9.59,8.47,7.53,4.28,7.97,0.0,0.0,0.0
10,2.94,9.31,9.85,9.63,9.38,0.0,9.3,9.2,0.0,9.6,8.46,7.53,4.28,7.98,4.3,0.0,0.0
15,2.93,9.29,9.82,9.6,9.39,0.0,9.3,9.21,0.0,9.6,8.45,7.53,4.28,7.99,4.32,0.0,0.0
20,2.92,9.12,9.65,9.44,9.25,9.63,9.17,9.1,0.0,9.46,8.34,7.44,4.26,7.89,4.31,0.0,0.0
25,2.91,9.11,9.63,9.42,9.24,9.63,9.16,9.09,0.0,9.45,8.33,7.43,4.26,7.88,4.32,0.0,0.0
30,0.0,3.01,7.99,6.42,8.02,9.63,8.29,8.59,0.0,8.96,6.93,6.29,3.86,6.57,4.11,0.0,0.0
35,0.0,3.0,7.94,0.0,8.01,9.63,8.28,8.58,0.0,8.95,6.92,6.29,3.86,6.56,4.13,0.0,0.0
40,0.0,2.99,7.91,0.0,8.01,9.63,8.27,8.58,0.0,8.94,6.91,6.28,3.86,6.56,4.15,0.0,0.0
45,0.0,2.99,7.88,0.0,8.0,9.63,0.0,8.58,0.0,8.93,6.9,6.27,3.86,6.56,4.16,0.0,0.0
50,0.0,2.98,7.72,0.0,7.87,9.52,0.0,8.47,9.1,8.8,6.79,6.18,3.83,6.46,4.14,0.0,0.0
55,0.0,0.0,3.71,0.0,5.46,9.43,0.0,7.71,9.1,8.04,3.03,2.9,2.25,2.8,3.85,0.0,0.0
60,0.0,0.0,3.64,0.0,5.44,9.43,0.0,7.7,9.1,8.02,3.0,2.88,2.24,2.79,3.87,0.0,0.0
65,0.0,0.0,0.0,0.0,5.42,9.42,0.0,0.0,9.1,8.0,2.98,2.86,2.23,2.79,3.88,0.0,0.0
70,0.0,0.0,0.0,0.0,5.4,9.41,0.0,0.0,9.1,7.99,2.96,2.84,2.22,2.78,3.89,0.0,0.0
75,0.0,0.0,0.0,0.0,5.39,9.41,0.0,0.0,9.1,7.97,2.95,2.83,2.21,2.77,3.9,0.0,0.0
80,0.0,0.0,0.0,0.0,5.37,9.4,0.0,0.0,9.1,7.96,2.93,2.81,2.2,2.77,3.9,0.0,0.0
85,0.0,0.0,0.0,0.0,5.36,9.4,0.0,0.0,9.11,7.94,2.92,2.8,2.2,2.76,3.91,0.0,0.0
90,0.0,0.0,0.0,0.0,5.34,9.39,0.0,0.0,9.11,7.93,2.91,2.79,2.19,2.75,3.92,0.0,0.0
95,0.0,0.0,0.0,0.0,5.33,9.39,0.0,0.0,9.11,7.92,2.89,2.78,2.18,2.75,3.92,0.0,0.0
100,0.0,0.0,0.0,0.0,5.32,9.39,0.0,0.0,9.11,7.91,2.88,2.77,2.18,2.74,3.93,0.0,0.0
105,0.0,0.0,0.0,0.0,5.3,9.38,0.0,0.0,9.11,7.9,2.87,2.76,2.17,2.73,3.93,0.0,0.0
110,0.0,0.0,0.0,0.0,5.29,9.38,0.0,0.0,9.11,7.89,2.86,2.75,2.16,2.73,3.94,0.0,0.0
115,0.0,0.0,0.0,0.0,5.28,9.38,0.0,0.0,9.11,7.88,2.85,2.74,2.16,2.72,3.94,0.0,0.0
120,0.0,0.0,0.0,0.0,5.27,9.38,0.0,0.0,9.11,7.87,2.84,2.73,2.15,2.71,3.95,0.0,0.0
125,0.0,0.0,0.0,0.0,5.26,9.37,0.0,0.0,9.11,7.86,2.83,2.72,2.15,2.71,3.95,0.0,0.0
130,0.0,0.0,0.0,0.0,5.25,9.37,0.0,0.0,9.12,7.85,2.82,2.71,2.14,2.7,3.95,0.0,0.0
135,0.0,0.0,0.0,0.0,5.24,9.37,0.0,0.0,9.12,7.85,2.81,2.7,2.14,2.69,3.96,0.0,0.0
140,0.0,0.0,0.0,0.0,5.22,9.37,0.0,0.0,9.12,7.84,2.8,2.69,2.13,2.69,3.96,0.0,0.0
145,0.0,0.0,0.0,0.0,5.21,9.37,0.0,0.0,9.12,7.83,2.79,2.69,2.13,2.68,3.96,0.0,0.0
150,0.0,0.0,0.0,0.0,5.2,9.37,0.0,0.0,9.12,7.82,2.78,2.68,2.13,2.68,3.97,0.0,0.0
155,0.0,0.0,0.0,0.0,5.19,9.36,0.0,0.0,9.12,7.82,2.77,2.67,2.12,2.67,3.97,0.0,0.0
160,0.0,0.0,0.0,0.0,5.18,9.36,0.0,0.0,9.12,7.81,2.77,2.66,2.12,2.66,3.97,0.0,0.0
165,0.0,0.0,0.0,0.0,5.17,9.36,0.0,0.0,9.12,7.8,2.76,2.65,2.11,2.66,3.97,0.0,0.0
170,0.0,0.0,0.0,0.0,5.17,9.36,0.0,0.0,9.12,7.8,2.75,2.65,2.11,2.65,3.98,0.0,0.0
175,0.0,0.0,0.0,0.0,5.16,9.36,0.0,0.0,9.13,7.79,2.74,2.64,2.11,2.64,3.98,0.0,0.0
180,0.0,0.0,0.0,0.0,5.15,9.36,0.0,0.0,9.13,7.78,2.73,2.63,2.1,2.64,3.98,0.0,0.0
185,0.0,0.0,0.0,0.0,5.14,9.35,0.0,0.0,9.13,7.78,2.73,2.63,2.1,2.63,3.98,0.0,0.0
190,0.0,0.0,0.0,0.0,5.13,9.35,0.0,0.0,9.13,7.77,2.72,2.62,2.09,2.63,3.99,0.0,0.0
195,0.0,0.0,0.0,0.0,5.12,9.35,0.0,0.0,9.13,7.76,2.71,2.61,2.09,2.62,3.99,0.0,0.0
200,0.0,0.0,0.0,0.0,5.11,9.35,0.0,0.0,9.13,7.76,2.7,2.61,2.09,2.61,3.99,0.0,0.0
205,0.0,0.0,0.0,0.0,5.1,9.35,0.0,0.0,9.13,7.75,2.7,2.6,2.08,2.61,3.99,0.0,0.0
210,0.0,0.0,0.0,0.0,5.09,9.35,0.0,0.0,9.13,7.74,2.69,2.59,2.08,2.6,3.99,0.0,0.0
215,0.0,0.0,0.0,0.0,5.08,9.35,0.0,0.0,9.13,7.74,2.68,2.59,2.08,2.6,4.0,0.0,0.0
220,0.0,0.0,0.0,0.0,5.07,9.35,0.0,0.0,9.14,7.73,2.67,2.58,2.07,2.59,4.0,0.0,0.0
225,0.0,0.0,0.0,0.0,5.07,9.35,0.0,0.0,9.14,7.73,2.67,2.57,2.07,2.58,4.0,0.0,0.0
230,0.0,0.0,0.0,0.0,5.06,9.34,0.0,0.0,9.14,7.72,2.66,2.57,2.06,2.58,4.0,0.0,0.0
235,0.0,0.0,0.0,0.0,5.05,9.34,0.0,0.0,9.14,7.71,2.65,2.56,2.06,2.57,4.0,0.0,0.0
240,0.0,0.0,0.0,0.0,5.04,9.34,0.0,0.0,9.14,7.71,2.65,2.55,2.06,2.57,4.01,0.0,0.0
245,0.0,0.0,0.0,0.0,5.03,9.34,0.0,0.0,9.14,7.7,2.64,2.55,2.05,2.56,4.01,0.0,0.0
250,0.0,0.0,0.0,0.0,4.76,8.94,0.0,0.0,8.79,7.29,2.63,2.54,2.05,2.56,3.89,1.37,0.0
255,0.0,0.0,0.0,0.0,4.75,8.94,0.0,0.0,8.79,7.28,2.62,2.53,2.04,2.55,3.89,1.37,0.0
260,0.0,0.0,0.0,0.0,4.74,8.93,0.0,0.0,8.79,7.27,2.61,2.52,2.04,2.54,3.89,1.37,0.0
265,0.0,0.0,0.0,0.0,4.73,8.93,0.0,0.0,8.78,7.26,2.61,2.52,2.04,2.54,3.9,1.37,0.0
270,0.0,0.0,0.0,0.0,4.72,8.92,0.0,0.0,8.78,7.25,2.6,2.51,2.03,2.53,3.9,1.38,0.0
275,0.0,0.0,0.0,0.0,4.7,8.92,0.0,0.0,8.78,7.24,2.6,2.51,2.03,2.53,3.9,1.38,0.0
280,0.0,0.0,0.0,0.0,4.69,8.91,0.0,0.0,8.78,7.23,2.59,2.5,2.03,2.52,3.9,1.38,0.0
285,0.0,0.0,0.0,0.0,4.68,8.91,0.0,0.0,8.77,7.23,2.58,2.5,2.02,2.52,3.9,1.38,0.0
290,0.0,0.0,0.0,0.0,4.68,8.9,0.0,0.0,8.77,7.22,2.58,2.49,2.02,2.51,3.9,1.38,0.0
295,0.0,0.0,0.0,0.0,4.67,8.9,0.0,0.0,8.77,7.21,2.57,2.48,2.02,2.51,3.9,1.39,0.0
300,0.0,0.0,0.0,0.0,4.66,8.89,0.0,0.0,8.77,7.2,2.56,2.48,2.01,2.5,3.9,1.39,0.0
305,0.0,0.0,0.0,0.0,4.65,8.89,0.0,0.0,8.76,7.19,2.56,2.47,2.01,2.5,3.9,1.39,0.0
310,0.0,0.0,0.0,0.0,4.64,8.88,0.0,0.0,8.76,7.18,2.55,2.47,2.01,2.49,3.9,1.39,0.0
315,0.0,0.0,0.0,0.0,4.63,8.88,0.0,0.0,8.76,7.17,2.55,2.46,2.01,2.48,3.9,1.39,0.0
320,0.0,0.0,0.0,0.0,4.62,8.87,0.0,0.0,8.76,7.16,2.54,2.46,2.0,2.48,3.9,1.39,0.0
325,0.0,0.0,0.0,0.0,4.61,8.87,0.0,0.0,8.75,7.16,2.53,2.45,2.0,2.47,3.9,1.4,0.0
330,0.0,0.0,0.0,0.0,4.6,8.86,0.0,0.0,8.75,7.15,2.53,2.45,2.0,2.47,3.9,1.4,0.0
335,0.0,0.0,0.0,0.0,4.59,8.86,0.0,0.0,8.75,7.14,2.52,2.44,1.99,2.46,3.9,1.4,0.0
340,0.0,0.0,0.0,0.0,4.58,8.85,0.0,0.0,8.75,7.13,2.52,2.43,1.99,2.46,3.9,1.4,0.0
345,0.0,0.0,0.0,0.0,4.57,8.85,0.0,0.0,8.74,7.12,2.51,2.43,1.99,2.45,3.9,1.4,0.0
350,0.0,0.0,0.0,0.0,4.56,8.85,0.0,0.0,8.74,7.11,2.51,2.42,1.98,2.45,3.9,1.4,0.0
355,0.0,0.0,0.0,0.0,4.56,8.84,0.0,0.0,8.74,7.11,2.5,2.42,1.98,2.44,3.9,1.41,0.0
360,0.0,0.0,0.0,0.0,4.55,8.84,0.0,0.0,8.74,7.1,2.49,2.41,1.98,2.44,3.9,1.41,0.0
365,0.0,0.0,0.0,0.0,4.54,8.83,0.0,0.0,8.74,7.09,2.49,2.41,1.98,2.43,3.9,1.41,0.0
370,0.0,0.0,0.0,0.0,4.53,8.83,0.0,0.0,8.73,7.08,2.48,2.4,1.97,2.43,3.9,1.41,0.0
375,0.0,0.0,0.0,0.0,4.52,8.83,0.0,0.0,8.73,7.08,2.48,2.4,1.97,2.42,3.91,1.41,0.0
380,0.0,0.0,0.0,0.0,4.51,8.82,0.0,0.0,8.73,7.07,2.47,2.39,1.97,2.42,3.91,1.42,0.0
385,0.0,0.0,0.0,0.0,4.5,8.82,0.0,0.0,8.73,7.06,2.47,2.39,1.96,2.41,3.91,1.42,0.0
390,0.0,0.0,0.0,0.0,4.5,8.81,0.0,0.0,8.73,7.05,2.46,2.38,1.96,2.41,3.91,1.42,0.0
395,0.0,0.0,0.0,0.0,4.49,8.81,0.0,0.0,8.73,7.05,2.45,2.38,1.96,2.4,3.91,1.42,0.0
400,0.0,0.0,0.0,0.0,4.48,8.81,0.0,0.0,8.72,7.04,2.45,2.37,1.95,2.4,3.91,1.42,0.0
405,0.0,0.0,0.0,0.0,4.47,8.8,0.0,0.0,8.72,7.03,2.44,2.37,1.95,2.39,3.91,1.42,0.0
410,0.0,0.0,0.0,0.0,4.46,8.8,0.0,0.0,8.72,7.02,2.44,2.36,1.95,2.39,3.91,1.43,0.0
415,0.0,0.0,0.0,0.0,4.45,8.8,0.0,0.0,8.72,7.02,2.43,2.36,1.95,2.38,3.91,1.43,0.0
420,0.0,0.0,0.0,0.0,4.45,8.79,0.0,0.0,8.72,7.01,2.43,2.35,1.94,2.38,3.91,1.43,0.0
425,0.0,0.0,0.0,0.0,4.44,8.79,0.0,0.0,8.72,7.0,2.42,2.35,1.94,2.37,3.91,1.43,0.0
430,0.0,0.0,0.0,0.0,4.43,8.78,0.0,0.0,8.71,7.0,2.42,2.34,1.94,2.37,3.91,1.43,0.0
435,0.0,0.0,0.0,0.0,4.42,8.78,0.0,0.0,8.71,6.99,2.41,2.34,1.93,2.36,3.91,1.44,0.0
440,0.0,0.0,0.0,0.0,4.42,8.78,0.0,0.0,8.71,6.98,2.41,2.33,1.93,2.36,3.91,1.44,0.0
445,0.0,0.0,0.0,0.0,4.41,8.77,0.0,0.0,8.71,6.97,2.4,2.33,1.93,2.35,3.91,1.44,0.0
450,0.0,0.0,0.0,0.0,4.4,8.77,0.0,0.0,8.71,6.97,2.4,2.32,1.93,2.35,3.91,1.44,0.0
455,0.0,0.0,0.0,0.0,4.39,8.77,0.0,0.0,8.71,6.96,2.39,2.32,1.92,2.34,3.91,1.44,0.0
460,0.0,0.0,0.0,0.0,4.38,8.76,0.0,0.0,8.71,6.95,2.39,2.31,1.92,2.34,3.92,1.44,0.0
465,0.0,0.0,0.0,0.0,4.38,8.76,0.0,0.0,8.7,6.95,2.38,2.31,1.92,2.33,3.92,1.45,0.0
470,0.0,0.0,0.0,0.0,4.37,8.76,0.0,0.0,8.7,6.94,2.38,2.31,1.92,2.33,3.92,1.45,0.0
475,0.0,0.0,0.0,0.0,4.36,8.75,0.0,0.0,8.7,6.93,2.37,2.3,1.91,2.32,3.92,1.45,0.0
480,0.0,0.0,0.0,0.0,4.35,8.75,0.0,0.0,8.7,6.93,2.37,2.3,1.91,2.32,3.92,1.45,0.0
485,0.0,0.0,0.0,0.0,4.35,8.75,0.0,0.0,8.7,6.92,2.36,2.29,1.91,2.31,3.92,1.45,0.0
490,0.0,0.0,0.0,0.0,4.34,8.74,0.0,0.0,8.7,6.91,2.36,2.29,1.9,2.31,3.92,1.46,0.0
495,0.0,0.0,0.0,0.0,4.33,8.74,0.0,0.0,8.7,6.91,2.35,2.28,1.9,2.31,3.92,1.46,0.0
500,0.0,0.0,0.0,0.0,4.32,8.74,0.0,0.0,8.7,6.9,2.35,2.28,1.9,2.3,3.92,1.46,0.0
505,0.0,0.0,0.0,0.0,4.32,8.73,0.0,0.0,8.69,6.89,2.34,2.27,1.9,2.3,3.92,1.46,0.0
510,0.0,0.0,0.0,0.0,4.31,8.73,0.0,0.0,8.69,6.89,2.34,2.27,1.89,2.29,3.92,1.46,0.0
515,0.0,0.0,0.0,0.0,4.3,8.73,0.0,0.0,8.69,6.88,2.33,2.26,1.89,2.29,3.92,1.47,0.0
520,0.0,0.0,0.0,0.0,4.29,8.73,0.0,0.0,8.69,6.87,2.33,2.26,1.89,2.28,3.92,1.47,0.0
525,0.0,0.0,0.0,0.0,4.29,8.72,0.0,0.0,8.69,6.87,2.32,2.26,1.89,2.28,3.92,1.47,0.0
530,0.0,0.0,0.0,0.0,4.28,8.72,0.0,0.0,8.69,6.86,2.32,2.25,1.88,2.27,3.92,1.47,0.0
535,0.0,0.0,0.0,0.0,4.27,8.72,0.0,0.0,8.69,6.86,2.31,2.25,1.88,2.27,3.93,1.47,0.0
540,0.0,0.0,0.0,0.0,4.27,8.71,0.0,0.0,8.69,6.85,2.31,2.24,1.88,2.26,3.93,1.48,0.0
545,0.0,0.0,0.0,0.0,4.26,8.71,0.0,0.0,8.68,6.84,2.3,2.24,1.88,2.26,3.93,1.48,0.0
550,0.0,0.0,0.0,0.0,4.25,8.71,0.0,0.0,8.68,6.84,2.3,2.23,1.87,2.26,3.93,1.48,0.0
555,0.0,0.0,0.0,0.0,4.25,8.7,0.0,0.0,8.68,6.83,2.29,2.23,1.87,2.25,3.93,1.48,0.0
560,0.0,0.0,0.0,0.0,4.24,8.7,0.0,0.0,8.68,6.82,2.29,2.22,1.87,2.25,3.93,1.48,0.0
565,0.0,0.0,0.0,0.0,4.23,8.7,0.0,0.0,8.68,6.82,2.28,2.22,1.87,2.24,3.93,1.49,0.0
570,0.0,0.0,0.0,0.0,4.22,8.7,0.0,0.0,8.68,6.81,2.28,2.22,1.86,2.24,3.93,1.49,0.0
575,0.0,0.0,0.0,0.0,4.22,8.69,0.0,0.0,8.68,6.81,2.27,2.21,1.86,2.23,3.93,1.49,0.0
580,0.0,0.0,0.0,0.0,4.21,8.69,0.0,0.0,8.68,6.8,2.27,2.21,1.86,2.23,3.93,1.49,0.0
585,0.0,0.0,0.0,0.0,4.2,8.69,0.0,0.0,8.67,6.79,2.26,2.2,1.85,2.22,3.93,1.49,0.0
590,0.0,0.0,0.0,0.0,4.2,8.68,0.0,0.0,8.67,6.79,2.26,2.2,1.85,2.22,3.93,1.5,0.0
595,0.0,0.0,0.0,0.0,4.19,8.68,0.0,0.0,8.67,6.78,2.26,2.19,1.85,2.22,3.93,1.5,0.0
600,0.0,0.0,0.0,0.0,4.18,8.68,0.0,0.0,8.67,6.77,2.25,2.19,1.85,2.21,3.93,1.5,0.0
605,0.0,0.0,0.0,0.0,4.18,8.67,0.0,0.0,8.67,6.77,2.25,2.19,1.84,2.21,3.93,1.5,0.0
610,0.0,0.0,0.0,0.0,4.17,8.67,0.0,0.0,8.67,6.76,2.24,2.18,1.84,2.2,3.93,1.5,0.0
615,0.0,0.0,0.0,0.0,4.16,8.67,0.0,0.0,8.67,6.76,2.24,2.18,1.84,2.2,3.94,1.51,0.0
620,0.0,0.0,0.0,0.0,4.16,8.67,0.0,0.0,8.67,6.75,2.23,2.17,1.84,2.2,3.94,1.51,0.0
625,0.0,0.0,0.0,0.0,4.15,8.66,0.0,0.0,8.67,6.74,2.23,2.17,1.83,2.19,3.94,1.51,0.0
630,0.0,0.0,0.0,0.0,4.14,8.66,0.0,0.0,8.67,6.74,2.22,2.17,1.83,2.19,3.94,1.51,0.0
635,0.0,0.0,0.0,0.0,4.14,8.66,0.0,0.0,8.66,6.73,2.22,2.16,1.83,2.18,3.94,1.51,0.0
640,0.0,0.0,0.0,0.0,4.13,8.65,0.0,0.0,8.66,6.73,2.22,2.16,1.83,2.18,3.94,1.52,0.0
645,0.0,0.0,0.0,0.0,4.12,8.65,0.0,0.0,8.66,6.72,2.21,2.15,1.82,2.17,3.94,1.52,0.0
650,0.0,0.0,0.0,0.0,4.12,8.65,0.0,0.0,8.66,6.72,2.21,2.15,1.82,2.17,3.94,1.52,0.0
655,0.0,0.0,0.0,0.0,4.11,8.65,0.0,0.0,8.66,6.71,2.2,2.15,1.82,2.17,3.94,1.52,0.0
660,0.0,0.0,0.0,0.0,4.1,8.64,0.0,0.0,8.66,6.7,2.2,2.14,1.82,2.16,3.94,1.52,0.0
665,0.0,0.0,0.0,0.0,4.1,8.64,0.0,0.0,8.66,6.7,2.19,2.14,1.82,2.16,3.94,1.53,0.0
670,0.0,0.0,0.0,0.0,4.09,8.64,0.0,0.0,8.66,6.69,2.19,2.13,1.81,2.15,3.94,1.53,0.0
675,0.0,0.0,0.0,0.0,4.09,8.64,0.0,0.0,8.66,6.69,2.19,2.13,1.81,2.15,3.94,1.53,0.0
680,0.0,0.0,0.0,0.0,4.08,8.63,0.0,0.0,8.66,6.68,2.18,2.13,1.81,2.15,3.94,1.53,0.0
685,0.0,0.0,0.0,0.0,4.07,8.63,0.0,0.0,8.65,6.67,2.18,2.12,1.81,2.14,3.95,1.53,0.0
690,0.0,0.0,0.0,0.0,4.07,8.63,0.0,0.0,8.65,6.67,2.17,2.12,1.8,2.14,3.95,1.54,0.0
695,0.0,0.0,0.0,0.0,4.06,8.62,0.0,0.0,8.65,6.66,2.17,2.11,1.8,2.13,3.95,1.54,0.0
700,0.0,0.0,0.0,0.0,4.05,8.62,0.0,0.0,8.65,6.66,2.16,2.11,1.8,2.13,3.95,1.54,0.0
705,0.0,0.0,0.0,0.0,4.05,8.62,0.0,0.0,8.65,6.65,2.16,2.11,1.8,2.13,3.95,1.54,0.0
710,0.0,0.0,0.0,0.0,4.04,8.62,0.0,0.0,8.65,6.65,2.16,2.1,1.79,2.12,3.95,1.55,0.0
715,0.0,0.0,0.0,0.0,4.03,8.61,0.0,0.0,8.65,6.64,2.15,2.1,1.79,2.12,3.95,1.55,0.0
720,0.0,0.0,0.0,0.0,4.03,8.61,0.0,0.0,8.65,6.63,2.15,2.09,1.79,2.11,3.95,1.55,0.0
725,0.0,0.0,0.0,0.0,4.02,8.61,0.0,0.0,8.65,6.63,2.14,2.09,1.79,2.11,3.95,1.55,0.0
730,0.0,0.0,0.0,0.0,4.02,8.61,0.0,0.0,8.65,6.62,2.14,2.09,1.78,2.11,3.95,1.55,0.0
